PrimaryKey,Sire,Dam,Sex,Color,Year,Details,URL,Horse Name,Generation,LoadURL,,,
hope2,sheet+anchor,cerberus+mare3,M,b,1839,"HOPE (GB) b. M, 1839 {17-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/hope2,HOPE (GB),0,True,1,,
iole,sir+hercules,cardinal+cape,M,br,1839,"IOLE  (GB) br. M, 1839 {6-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/iole,IOLE  (GB),0,True,,,
isola3,bertrand,susette,M,b,1839,ISOLA (USA) b. 1839,https://www.pedigreequery.com/isola3,ISOLA (USA),3,,,,
jeremy+diddler,jerry,marpessa,H,br,1839,"JEREMY DIDDLER  (GB) br. H, 1839 {3-m} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jeremy+diddler,JEREMY DIDDLER  (GB),0,True,,,
jersey,buzzard2,cobweb,H,b,1839,"JERSEY  (GB) b. H, 1839 {1-s} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jersey,JERSEY  (GB),0,True,,,
jim+bell,frank,jonquil2,H,b,1839,"JIM BELL  (USA) b. H, 1839 { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jim+bell,JIM BELL  (USA),0,True,,,
juanita4,lottery,xarifa,M,b,1839,"JUANITA  (FR) b. M, 1839 {24} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/juanita4,JUANITA  (FR),0,True,,,
lady+sale,muley+moloch,miss+clifton,M,br,1839,"LADY SALE (GB) br. M, 1839 {2-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lady+sale,LADY SALE (GB),0,True,,,
langar+mare2,langar,sister+to+cobweb,M,ch,1839,"LANGAR MARE (GB) ch. M, 1839 {1-s} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/langar+mare2,LANGAR MARE (GB),0,True,,,
lucy+banks,elis,walfruna,M,ch,1839,"LUCY BANKS (GB) ch. M, 1839 {9-d} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lucy+banks,LUCY BANKS (GB),0,True,,,
ma+mie,jerry,fanchon2,M,b,1839,"MA MIE (GB) b. M, 1839 {11-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/ma+mie,MA MIE (GB),0,TRUE,1,,
manacle2,emilius,young+maniac,M,b,1839,"MANACLE  (GB) b. M, 1839 {4-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/manacle2,MANACLE  (GB),0,True,1,,
maria17,belshazzar,cervantes+mare2,M,b,1839,"MARIA  (GB) b. M, 1839 {1-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/maria17,MARIA  (GB),0,True,,,
maria+downing,american+eclipse,brownlock,M,ch,1839,MARIA DOWNING (USA) ch. 1839,https://www.pedigreequery.com/maria+downing,MARIA DOWNING (USA),4,,,,
moss+trooper2,liverpool,bassinoire,H,br,1839,"MOSS TROOPER  (GB) br. H, 1839 {18} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/moss+trooper2,MOSS TROOPER  (GB),0,TRUE,1,,
motto2,barefoot2,lady+thompkins,M,ch,1839,"MOTTO  (USA) ch. M, 1839 {A15} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/motto2,MOTTO  (USA),0,TRUE,1,,
nuncio,plenipotentiary,ally,H,br,1839,"NUNCIO  (GB) br. H, 1839 {4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/nuncio,NUNCIO  (GB),0,True,1,,
palinurus,sheet+anchor,katherine,H,b,1839,"PALINURUS  (GB) b. H, 1839 {22} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/palinurus,PALINURUS  (GB),0,TRUE,1,,
pantalonade,pantaloon,festival3,M,b,1839,"PANTALONADE (GB) b. M, 1839 {27} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/pantalonade,PANTALONADE (GB),0,TRUE,1,,
parade3,the+colonel3,frederica5,M,ch,1839,"PARADE (GB) ch. M, 1839 {5} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/parade3,PARADE (GB),0,TRUE,1,,
pasquinade4,camel,banter,M,br,1839,"PASQUINADE  (GB) br. M, 1839 {14-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/pasquinade4,PASQUINADE  (GB),0,TRUE,1,,
queen+of+tyne,tomboy2,whisker+mare3,M,br,1839,"QUEEN OF TYNE  (GB) br. M, 1839 {12-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/queen+of+tyne,QUEEN OF TYNE  (GB),0,True,,,
robert+de+gorham,sir+hercules,duvernay,H,br,1839,"ROBERT DE GORHAM  (GB) br. H, 1839 {22} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/robert+de+gorham,ROBERT DE GORHAM  (GB),0,True,,,
romance3,sir+leslie,arian,M,b,1839,"ROMANCE  (USA) b. M, 1839 {A33} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/romance3,ROMANCE  (USA),0,True,,,
sally+morgan2,emancipation4,lady+morgan2,M,b,1839,"SALLY MORGAN  (USA) b. M, 1839 {4-r} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf - 11 Starts, 8 Wins, 0 Places, 2 Shows ",https://www.pedigreequery.com/sally+morgan2,SALLY MORGAN  (USA),0,True,1,,
sir+hercules+mare,sir+hercules,electress,M,ch,1839,"SIR HERCULES MARE (GB) ch. M, 1839 {2-t} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/sir+hercules+mare,SIR HERCULES MARE (GB),0,True,1,,
surprise3,bay+middleton,the+mystery2,M,b,1839,"SURPRISE (GB) b. M, 1839 {12-g} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/surprise3,SURPRISE (GB),0,TRUE,1,,
the+gipsy+queen,dr+syntax,malibran4,M,br,1839,"THE GIPSY QUEEN  (GB) br. M, 1839 {4-o} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/the+gipsy+queen,THE GIPSY QUEEN  (GB),0,True,,,
the+hamble,camel,fanny8,M,b,1839,"THE HAMBLE (GB) b. M, 1839 {15-d} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/the+hamble,THE HAMBLE (GB),0,True,,,
the+ladye+of+silverkeld+well,velocipede,emma,M,ch,1839,"THE LADYE OF SILVERKELD WELL  (GB) ch. M, 1839 {7-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/the+ladye+of+silverkeld+well,THE LADYE OF SILVERKELD WELL  (GB),0,TRUE,1,,
the+major,sheet+anchor,young+whisker+mare,H,br,1839,"THE MAJOR  (GB) br. H, 1839 {4-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/the+major,THE MAJOR  (GB),0,TRUE,1,,
treacherous2,pantaloon,shiraz,M,blk,1839,"TREACHEROUS (GB) blk. M, 1839 {2} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/treacherous2,TREACHEROUS (GB),0,True,,,
twilight4,velocipede,miss+garforth,M,ch,1839,"TWILIGHT  (GB) ch. M, 1839 {2-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/twilight4,TWILIGHT  (GB),0,True,,,
vibration3,sir+hercules,echo3,M,b,1839,"VIBRATION  (GB) b. M, 1839 {22-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/vibration3,VIBRATION  (GB),0,TRUE,1,,
wasp3,muley+moloch,emilius+mare6,M,ch,1839,"WASP  (GB) ch. M, 1839 {4-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/wasp3,WASP  (GB),0,True,1,,
peytona,glencoe,giantess3,M,ch,1839,PEYTONA (USA) ch. 1839,https://www.pedigreequery.com/peytona,PEYTONA (USA),3,,,,
jacques,touchstone,parthenessa,H,b,1839,JACQUES (GB) b. 1839,https://www.pedigreequery.com/jacques,JACQUES (GB),1,,,,
bay+middleton+mare6,bay+middleton,arbis,M,b,1839,"BAY MIDDLETON MARE  (GB) b. M, 1839 {4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/bay+middleton+mare6,BAY MIDDLETON MARE  (GB),0,True,,,
ballinkeele,birdcatcher,perdita5,H,b,1839,BALLINKEELE (IRE) b. 1839,https://www.pedigreequery.com/ballinkeele,BALLINKEELE (IRE),4,,,,
young+marquis,marquis3,aspinalls+english+mare,H,ch,184,YOUNG MARQUIS (AUS) ch. ~184,https://www.pedigreequery.com/young+marquis,YOUNG MARQUIS (AUS),3,,,,
amorino,velocipede,jane+shore,H,b,1840,"AMORINO (GB) b. H, 1840 {2-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/amorino,AMORINO (GB),0,True,,,
arlington2,boston,stella2,H,ch,1840,"ARLINGTON  (USA) ch. H, 1840 {a48} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/arlington2,ARLINGTON  (USA),0,True,,,
barbarina3,plenipotentiary,saffi,M,b,1840,"BARBARINA  (GB) b. M, 1840 {23-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/barbarina3,BARBARINA  (GB),0,TRUE,1,,
bell+brand,dover,sophy7,M,,1840,"BELL BRAND  (AUS) M, 1840c DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/bell+brand,BELL BRAND  (AUS),0,True,,,
blue+bonnet,hedgeford,grey+fanny,M,gr,1840,"BLUE BONNET  (USA) gr. M, 1840 {A34} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/blue+bonnet,BLUE BONNET  (USA),0,True,1,,
blue+filly,hedgeford,lady+thompkins,M,br,1840,"BLUE FILLY  (USA) br. M, 1840 {A15} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/blue+filly,BLUE FILLY  (USA),0,True,1,,
cain+mare,cain,ridotto,M,b,1840,"CAIN MARE (GB) b. M, 1840 {6-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/cain+mare,CAIN MARE (GB),0,True,,,
clarkia,muley+moloch,palmerin+mare,M,b,1840,"CLARKIA (GB) b. M, 1840 {37} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/clarkia,CLARKIA (GB),0,True,,,
cochlea,mameluke2,the+screw,M,b,1840,"COCHLEA  (FR) b. M, 1840 {18} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/cochlea,COCHLEA  (FR),0,TRUE,1,,
colocynth,physician,camelina2,M,b,1840,"COLOCYNTH (GB) b. M, 1840 {24} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/colocynth,COLOCYNTH (GB),0,TRUE,1,,
cotherstone,touchstone,emma,H,b,1840,"COTHERSTONE  (GB) b. H, 1840 {7-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/cotherstone,COTHERSTONE  (GB),0,TRUE,1,,
delia2,dick,lady+di5,M,blk,1840,"DELIA  (GB) blk. M, 1840 {4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/delia2,DELIA  (GB),0,True,,,
doctor3,physician,young+johanna+southcote,H,br,1840,"DOCTOR  (GB) br. H, 1840 {9} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/doctor3,DOCTOR  (GB),0,True,,,
emilia,young+emilius,persian,M,b,1840,"EMILIA  (GB) b. M, 1840 {11} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/emilia,EMILIA  (GB),0,TRUE,1,,
emily3,operator2,flora+mcivor3,M,ch,1840,"EMILY  (AUS) ch. M, 1840 {18} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/emily3,EMILY  (AUS),0,True,,,
extempore,emilius,maria5,M,b,1840,"EXTEMPORE  (GB) b. M, 1840 {7-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/extempore,EXTEMPORE  (GB),0,TRUE,1,,
flirtation3,rococo2,flirt7,M,gr,1840,FLIRTATION (GB) gr. 1840,https://www.pedigreequery.com/flirtation3,FLIRTATION (GB),1,,,,
frank+mare,frank,medoc+mare3,M,,1840,"FRANK MARE  (USA) M, 1840c {a45} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/frank+mare,FRANK MARE  (USA),0,True,,,
gipsy14,rous+emigrant,colonial+family+four,M,blk,1840,"GIPSY  (AUS) blk. M, 1840 {C4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/gipsy14,GIPSY  (AUS),0,True,,,
gipsy+queen5,tomboy2,lady+moore+carew,M,b,1840,"GIPSY QUEEN  (GB) b. M, 1840 {13-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/gipsy+queen5,GIPSY QUEEN  (GB),0,True,,,
glaucus6,,,H,b,1840,"GLAUCUS  (IND) b. H, 1840~ { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/glaucus6,GLAUCUS  (IND),0,True,,,
grey+hen,stumps2,oiseau+mare,M,gr,1840,"GREY HEN (GB) gr. M, 1840 {12-g} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/grey+hen,GREY HEN (GB),0,True,,,
henriana,winterfield2,vampyre+mare,M,b,1840,"HENRIANA  (GB) b. M, 1840 {3-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/henriana,HENRIANA  (GB),0,True,,,
hero6,bertrand+jr,mania2,H,ch,1840,"HERO  (USA) ch. H, 1840 {4-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/hero6,HERO  (USA),0,True,,,
hope3,muley+moloch,peter+lely+mare,M,b,1840,"HOPE (GB) b. M, 1840 {2-w} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/hope3,HOPE (GB),0,True,1,,
inheritress,the+saddler,executrix3,M,br,1840,"INHERITRESS (GB) br. M, 1840 {4-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/inheritress,INHERITRESS (GB),0,True,,,
jeannetteau,leviathan,stockholder+mare2,M,ch,1840,"JEANNETTEAU  (USA) ch. M, 1840 {A21} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jeannetteau,JEANNETTEAU  (USA),0,True,,,
jenny+jumps,rococo2,jennet2,M,ch,1840,"JENNY JUMPS  (GB) ch. M, 1840 {2-l} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jenny+jumps,JENNY JUMPS  (GB),0,True,,,
lady+villiers,bay+middleton,alea3,M,b,1840,"LADY VILLIERS  (GB) b. M, 1840 {10} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lady+villiers,LADY VILLIERS  (GB),0,True,,,
laurel+mare,laurel3,flight6,M,b,1840,"LAUREL MARE (GB) b. M, 1840 {8-f} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/laurel+mare,LAUREL MARE (GB),0,True,1,,
levia,tranby,tolevia,M,b,1840,"LEVIA  (USA) b. M, 1840 {A5} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/levia,LEVIA  (USA),0,True,,,
lieutenant,cap+a+pie2,tossina,H,,1840,"LIEUTENANT  (AUS) H, 1840 {26} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lieutenant,LIEUTENANT  (AUS),0,True,,,
magdalen,medoc,sumpter+mare5,M,b,1840,"MAGDALEN  (USA) b. M, 1840 {A3} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/magdalen,MAGDALEN  (USA),0,True,,,
margaret+wood,priam,maria+west,M,b,1840,"MARGARET WOOD  (USA) b. M, 1840 {A1} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/margaret+wood,MARGARET WOOD  (USA),0,TRUE,1,,
messalina,bay+middleton,myrrha,M,b,1840,"MESSALINA (GB) b. M, 1840 {7} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/messalina,MESSALINA (GB),0,True,,,
miss+maria,gladiator,bavarian,M,ch,1840,"MISS MARIA  (GB) ch. M, 1840 {4-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/miss+maria,MISS MARIA  (GB),0,True,,,
miss+martin2,garrisons+zinganee,gabriella,M,b,1840,"MISS MARTIN  (USA) b. M, 1840 {A18} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/miss+martin2,MISS MARTIN  (USA),0,True,,,
miss+millar,young+wanderer,princess+elizabeth2,M,ch,1840,"MISS MILLAR  (AUS) ch. M, 1840 {2-m} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/miss+millar,MISS MILLAR  (AUS),0,True,,,
newcourt,sir+hercules,sylph2,H,b,1840,"NEWCOURT  (GB) b. H, 1840 {35} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/newcourt,NEWCOURT  (GB),0,True,,,
nutwith,tomboy2,comus+mare6,H,br,1840,"NUTWITH  (GB) br. H, 1840 {9-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/nutwith,NUTWITH  (GB),0,TRUE,1,,
palma2,emilius,francesca,M,br,1840,"PALMA (GB) br. M, 1840 {12-g} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/palma2,PALMA (GB),0,TRUE,1,,
peggy6,muley+moloch,fanny6,M,blk,1840,"PEGGY  (GB) blk. M, 1840 {61} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/peggy6,PEGGY  (GB),0,TRUE,1,,
phryne,touchstone,decoy,M,br,1840,"PHRYNE  (GB) br. M, 1840 {3-h} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/phryne,PHRYNE  (GB),0,TRUE,1,,
plenipotentiary+mare,plenipotentiary,myrrha3,M,b,1840,"PLENIPOTENTIARY MARE  (GB) b. M, 1840 {10} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/plenipotentiary+mare,PLENIPOTENTIARY MARE  (GB),0,TRUE,1,,
polish2,rust2,victoria2,H,gr,1840,POLISH (IRE) gr. 1840,https://www.pedigreequery.com/polish2,POLISH (IRE),1,,,,
pompey2,emilius,variation2,H,b,1840,"POMPEY  (GB) b. H, 1840 {9} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/pompey2,POMPEY  (GB),0,TRUE,1,,
semiseria,voltaire,comedy3,M,br,1840,"SEMISERIA  (GB) br. M, 1840 {23-a} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/semiseria,SEMISERIA  (GB),0,True,,,
sylvina,fra+diavolo13,norma4,M,b,1840,"SYLVINA  (FR) b. M, 1840 {4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/sylvina,SYLVINA  (FR),0,True,,,
temerity2,king+of+clubs2,blucher+mare3,M,br,1840,"TEMERITY (GB) br. M, 1840 {8} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/temerity2,TEMERITY (GB),0,True,,,
testatrix,touchstone,young+worry,M,br,1840,"TESTATRIX  (GB) br. M, 1840 {6-f} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/testatrix,TESTATRIX  (GB),0,TRUE,1,,
testy,venison,temper2,M,b,1840,"TESTY (GB) b. M, 1840 {12-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/testy,TESTY (GB),0,TRUE,1,,
the+tulip+mare,the+tulip,tintoretto,M,ch,1840,"THE TULIP MARE (GB) ch. M, 1840 {39} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/the+tulip+mare,THE TULIP MARE (GB),0,True,,,
tranby+mare2,tranby,lucilla,M,b,1840,"TRANBY MARE  (USA) b. M, 1840c {12-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/tranby+mare2,TRANBY MARE  (USA),0,TRUE,1,,
venus2,sir+hercules,echo3,M,b,1840,"VENUS  (GB) b. M, 1840 {22-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/venus2,VENUS  (GB),0,True,1,,
victoria3,elizondo,saracen+mare,M,ch,1840,"VICTORIA  (BEL) ch. M, 1840 {1-f} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/victoria3,VICTORIA  (BEL),0,True,1,,
white+rose4,plenipotentiary,lupin4,M,ch,1840,"WHITE ROSE  (GB) ch. M, 1840 {3} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/white+rose4,WHITE ROSE  (GB),0,True,,,
wicket,stumps2,phantom+mare6,M,gr,1840,WICKET (GB) gr. 1840,https://www.pedigreequery.com/wicket,WICKET (GB),3,,,,
zeila,emilius,apollonia,M,ch,1840,"ZEILA  (GB) ch. M, 1840 {8-k} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/zeila,ZEILA  (GB),0,TRUE,1,,
zenobia3,zinganee,allegrante,M,b,1840,"ZENOBIA  (USA) b. M, 1840 {9-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/zenobia3,ZENOBIA  (USA),0,True,,,
zohrab+mare,zohrab,colonial+family+one,M,gr,1840,"ZOHRAB MARE (AUS) gr. M, 1840 {C1} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/zohrab+mare,ZOHRAB MARE (AUS),0,True,,,
langar+queen,langar2,queen+victoria3,M,b,1840,LANGAR QUEEN (AUS) b. 1840,https://www.pedigreequery.com/langar+queen,LANGAR QUEEN (AUS),3,,,,
the+caster,emilius,castaside,H,b,1840,"THE CASTER (GB) b. H, 1840 {32} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/the+caster,THE CASTER (GB),0,True,,,
young+specimen,defence,specimen2,M,b,1840,"YOUNG SPECIMEN (GB) b. M, 1840 {3-c} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/young+specimen,YOUNG SPECIMEN (GB),0,True,,,
alexander+churchill,zinganee,catherine8,H,b,1840,"ALEXANDER CHURCHILL  (USA) b. H, 1840 {12-b} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/alexander+churchill,ALEXANDER CHURCHILL  (USA),0,True,,,
greasy+heel,richard+singleton,peggy+stewart,M,b,1840,"GREASY HEEL  (USA) b. M, 1840 {20} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/greasy+heel,GREASY HEEL  (USA),0,True,,,
polly+c,wagner,cinderella6,M,ch,1840,"POLLY C  (USA) ch. M, 1840 {40} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/polly+c,POLLY C  (USA),0,True,,,
toss+mare,toss,colonial+family+thirty-four,M,,1840,TOSS MARE (AUS)1840~,https://www.pedigreequery.com/toss+mare,TOSS MARE (AUS),3,,,,
whisker3,whisker2,matilda17,H,,1840,WHISKER (AUS)1840,https://www.pedigreequery.com/whisker3,WHISKER (AUS),1,,,,
alice+lowe,defence,pet4,M,ch,1841,"ALICE LOWE (GB) ch. M, 1841 {26} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/alice+lowe,ALICE LOWE (GB),0,True,1,,
anemone3,bizarre2,fleur-de-lis,M,b,1841,"ANEMONE  (FR) b. M, 1841 {17-d} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/anemone3,ANEMONE  (FR),0,True,,,
ann+watson,glencoe,clink,M,ch,1841,"ANN WATSON  (USA) ch. M, 1841 {25} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/ann+watson,ANN WATSON  (USA),0,True,,,
boarding+school+miss,plenipotentiary,marpessa,M,b,1841,"BOARDING SCHOOL MISS  (GB) b. M, 1841 {3-m} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/boarding+school+miss,BOARDING SCHOOL MISS  (GB),0,TRUE,1,,
budelight,glencoe,gaslight2,M,ch,1841,"BUDELIGHT  (USA) ch. M, 1841 {18} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/budelight,BUDELIGHT  (USA),0,True,,,
buzz2,muley+moloch,scandal,M,ch,1841,"BUZZ (GB) ch. M, 1841 {11-e} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/buzz2,BUZZ (GB),0,True,,,
camel+mare,camel,lady+elizabeth3,M,b,1841,"CAMEL MARE (GB) b. M, 1841 {2-m} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/camel+mare,CAMEL MARE (GB),0,TRUE,1,,
cassandra5,tros,alice+grey,M,gr,1841,"CASSANDRA  (AUS) gr. M, 1841 {17} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/cassandra5,CASSANDRA  (AUS),0,True,1,,
castinet,monarch3,betsey+robbins,M,ch,1841,"CASTINET  (USA) ch. M, 1841 {a62} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/castinet,CASTINET  (USA),0,True,,,
eagletta,grey+eagle2,mary+howe,M,gr,1841,"EAGLETTA  (USA) gr. M, 1841 {A13} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/eagletta,EAGLETTA  (USA),0,True,,,
eclogue2,emilius,apollonia,M,blk,1841,"ECLOGUE (GB) blk. M, 1841 {8-k} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/eclogue2,ECLOGUE (GB),0,TRUE,1,,
