PrimaryKey,Sire,Dam,Sex,Color,Year,Details,URL,Horse Name,Generation,LoadURL,,,
celebrity4,nothing+venture,cinna,M,ch,1938,CELEBRITY (GB) ch. 1938,https://www.pedigreequery.com/celebrity4,CELEBRITY (GB),4,,,,
blue+lily,blue+larkspur,ship+ablaze,M,b,1938,"BLUE LILY  (USA) b. M, 1938 {A15} DP = 4-2-17-13-2 (38) DI = 0.62   CD = -0.18 - 58 Starts, 11 Wins, 10 Places, 5 Shows Career Earnings: $14,110",https://www.pedigreequery.com/blue+lily,BLUE LILY  (USA),0,True,,,
journeys+end,stratford,flying+home,M,br,1938,"JOURNEYS END  (IRE) br. M, 1938 {13-e} DP = 4-0-8-0-0 (12) DI = 2.00   CD = 0.67 Career Earnings: Unraced",https://www.pedigreequery.com/journeys+end,JOURNEYS END  (IRE),0,True,,,
mabama,mahmoud,qurrat-al-ain,M,b,1938,MABAMA (GB) b. 1938,https://www.pedigreequery.com/mabama,MABAMA (GB),1,,,,
sol+oriens,hyperion,silver+mist,H,ch,1938,"SOL ORIENS  (GB) ch. H, 1938 {14-f} DP = 8-4-16-8-4 (40) DI = 1.00   CD = 0.10 - 3 Starts, 2 Wins, 1 Places, 0 Shows Career Earnings: (stakes only)",https://www.pedigreequery.com/sol+oriens,SOL ORIENS  (GB),0,True,,,
firanek,cameronian,cingalaise,M,b,1938,"FIRANEK  (FR) b. M, 1938 {13-c} DP = 4-10-4-2-2 (22) DI = 2.67   CD = 0.55 ",https://www.pedigreequery.com/firanek,FIRANEK  (FR),0,True,,,
french+vamp,stimulus,la+france,M,b,1938,"FRENCH VAMP  (USA) b. M, 1938 {17-b} DP = 8-2-8-4-4 (26) DI = 1.17   CD = 0.23 Career Earnings: Unraced",https://www.pedigreequery.com/french+vamp,FRENCH VAMP  (USA),0,True,,,
ortlinde,hyperion,brunhild,M,ch,1938,ORTLINDE (GB) ch. 1938,https://www.pedigreequery.com/ortlinde,ORTLINDE (GB),1,,,,
selily,mint+dor2,kushiro,M,ch,1938,SELILY (JPN) ch. 1938,https://www.pedigreequery.com/selily,SELILY (JPN),2,,,,
aralia3,asterus,naic,M,b,1938,ARALIA (FR) b. 1938,https://www.pedigreequery.com/aralia3,ARALIA (FR),3,,,,
seventh+day,zacaweista,st+agnes,M,b,1938,SEVENTH DAY (USA) b. 1938,https://www.pedigreequery.com/seventh+day,SEVENTH DAY (USA),2,,,,
aherlow,tolgus,centaro,M,b,1938,"AHERLOW  (IRE) b. M, 1938 {13-e} DP = 4-4-0-0-0 (8) DI = Inf   CD = 1.50 Career Earnings: Unraced",https://www.pedigreequery.com/aherlow,AHERLOW  (IRE),0,True,,,
avenue,fairway,annabel,M,br,1938,"AVENUE  (GB) br. M, 1938 {14-c} DP = 24-0-12-6-0 (42) DI = 2.50   CD = 1.00 ",https://www.pedigreequery.com/avenue,AVENUE  (GB),0,True,,,
woolwork,loaningdale,tapestry2,M,br,1938,"WOOLWORK  (GB) br. M, 1938 {14} DP = 8-8-0-2-10 (28) DI = 1.33   CD = 0.07 Career Earnings: Unraced",https://www.pedigreequery.com/woolwork,WOOLWORK  (GB),0,True,,,
the+cause,stalwart4,crash2,M,b,1938,THE CAUSE (AUS) b. 1938,https://www.pedigreequery.com/the+cause,THE CAUSE (AUS),2,,,,
twilight12,diolite,ganho,M,b,1938,TWILIGHT (JPN) b. 1938,https://www.pedigreequery.com/twilight12,TWILIGHT (JPN),1,,,,
rorkes+drift2,spion+kop,bridgemount,M,b,1938,RORKE'S DRIFT (IRE) b. 1938,https://www.pedigreequery.com/rorkes+drift2,RORKE'S DRIFT (IRE),3,,,,
columbia2,colombo,islay,M,br,1938,COLUMBIA (GB) br. 1938,https://www.pedigreequery.com/columbia2,COLUMBIA (GB),1,,,,
buckeye,papyrus,buck+barn,M,ch,1938,BUCKEYE (GB) ch. 1938,https://www.pedigreequery.com/buckeye,BUCKEYE (GB),2,,,,
lady+waterloo,quatre+bras2,dark+rose,M,br,1938,"LADY WATERLOO  (USA) br. M, 1938 {4-m} DP = 0-0-0-8-4 (12) DI = 0.00   CD = -1.33 - 73 Starts, 9 Wins, 20 Places, 8 Shows Career Earnings: $17,055",https://www.pedigreequery.com/lady+waterloo,LADY WATERLOO  (USA),0,True,,,
sunset+salute,islam,laughing+eyes2,M,b,1938,SUNSET SALUTE (USA) b. 1938,https://www.pedigreequery.com/sunset+salute,SUNSET SALUTE (USA),2,,,,
opua,ormesby,aulani,H,br,1938,"OPUA (USA) br. H, 1938 {11-c} DP = 0-6-8-4-2 (20) DI = 1.00   CD = -0.10 ",https://www.pedigreequery.com/opua,OPUA (USA),0,True,,,
spurwing,mannamead,on+wings,M,b,1938,SPURWING (GB) b. 1938,https://www.pedigreequery.com/spurwing,SPURWING (GB),4,,,,
green+parrot,fiterari,green+flor,M,b,1938,GREEN PARROT (FR) b. 1938,https://www.pedigreequery.com/green+parrot,GREEN PARROT (FR),3,,,,
fleetborough,haste,scarborough,M,ch,1938,"FLEETBOROUGH  (USA) ch. M, 1938 {4-k} DP = 0-0-0-0-4 (4) DI = 0.00   CD = -2.00 - 31 Starts, 11 Wins, 3 Places, 4 Shows Career Earnings: $13,995",https://www.pedigreequery.com/fleetborough,FLEETBOROUGH  (USA),0,True,,,
carlia,on+parade,laitron,M,b,1938,"CARLIA  (IRE) b. M, 1938 {12-g} DP = 10-0-0-0-0 (10) DI = Inf   CD = 2.00 - 5 Starts, 1 Wins, Places, Shows Career Earnings: £ 764",https://www.pedigreequery.com/carlia,CARLIA  (IRE),0,True,,,
lambert+simnel,fair+trial,simnel,H,b,1938,LAMBERT SIMNEL (GB) b. 1938,https://www.pedigreequery.com/lambert+simnel,LAMBERT SIMNEL (GB),1,,,,
golden+rose,sickle,nipisiquit,M,br,1938,GOLDEN ROSE (USA) br. 1938,https://www.pedigreequery.com/golden+rose,GOLDEN ROSE (USA),1,,,,
toubo,vatout,boxeuse,H,br,1938,TOUBO (FR) br. 1938,https://www.pedigreequery.com/toubo,TOUBO (FR),2,,,,
maitresse+royale,vatout,royal+mistress,M,b,1938,"MAITRESSE ROYALE  (FR) b. M, 1938 {4-j} DP = 0-0-0-28-0 (28) DI = 0.00   CD = -1.00 Career Earnings: Unraced",https://www.pedigreequery.com/maitresse+royale,MAITRESSE ROYALE  (FR),0,True,,,
daisan+star+cup,primero,star+cup,M,b,1938,DAISAN STAR CUP (JPN) b. 1938,https://www.pedigreequery.com/daisan+star+cup,DAISAN STAR CUP (JPN),4,,,,
gambara,chateau+bouscaut,golden+calf,M,ch,1938,GAMBARA (FR) ch. 1938,https://www.pedigreequery.com/gambara,GAMBARA (FR),3,,,,
kermauchah,amfortas,kerite,M,ch,1938,KERMAUCHAH (FR) ch. 1938,https://www.pedigreequery.com/kermauchah,KERMAUCHAH (FR),1,,,,
perigee,sir+gallahad3,apogee,M,b,1938,"PERIGEE  (USA) b. M, 1938 {8-f} DP = 8-0-16-10-4 (38) DI = 0.73   CD = -0.05 - 9 Starts, 0 Wins, 1 Places, 0 Shows Career Earnings: $175",https://www.pedigreequery.com/perigee,PERIGEE  (USA),0,True,,,
nina+chole,hunters+moon,clothall,M,b,1938,NINA CHOLE (ARG) b. 1938,https://www.pedigreequery.com/nina+chole,NINA CHOLE (ARG),2,,,,
columbia+girl,jean+valjean,wild+violets,M,ch,1938,COLUMBIA GIRL (USA) ch. 1938,https://www.pedigreequery.com/columbia+girl,COLUMBIA GIRL (USA),3,,,,
flying+streak,royal+minstrel,rockabye+babe,M,gr,1938,"FLYING STREAK  (USA) gr. M, 1938 {13} DP = 4-4-0-0-2 (10) DI = 4.00   CD = 0.80 - 23 Starts, 9 Wins, 5 Places, 1 Shows Career Earnings: $13,505",https://www.pedigreequery.com/flying+streak,FLYING STREAK  (USA),0,True,,,
daigo+dead+indian,statesman4,dead+indian,M,b,1938,DAIGO DEAD INDIAN (JPN) b. 1938,https://www.pedigreequery.com/daigo+dead+indian,DAIGO DEAD INDIAN (JPN),2,,,,
prius,primero,daini+gallias,M,ch,1938,PRIUS (JPN) ch. 1938,https://www.pedigreequery.com/prius,PRIUS (JPN),3,,,,
wise+moss,wise+counsellor,locust+moss,M,blk,1938,"WISE MOSS  (USA) blk. M, 1938 {6-a} DP = 0-2-1-1-0 (4) DI = 1.67   CD = 0.25 - 66 Starts, 23 Wins, 14 Places, 10 Shows Career Earnings: $68,880",https://www.pedigreequery.com/wise+moss,WISE MOSS  (USA),0,True,,,
bright+lady,april+the+fifth,bright+spot,M,br,1938,BRIGHT LADY (GB) br. 1938,https://www.pedigreequery.com/bright+lady,BRIGHT LADY (GB),4,,,,
cavalcana,cavalcade,tediana,M,b,1938,CAVALCANA (USA) b. 1938,https://www.pedigreequery.com/cavalcana,CAVALCANA (USA),2,,,,
mercy2,fair+trial,pip+emma,M,b,1938,MERCY (GB) b. 1938,https://www.pedigreequery.com/mercy2,MERCY (GB),3,,,,
camerita,cameronian,sarita,M,b,1938,CAMERITA (GB) b. 1938,https://www.pedigreequery.com/camerita,CAMERITA (GB),4,,,,
seasickness,figaro,mothersyll,M,b,1938,"SEASICKNESS  (GB) b. M, 1938 {9-d} DP = 4-8-0-2-12 (26) DI = 0.86   CD = -0.38 ",https://www.pedigreequery.com/seasickness,SEASICKNESS  (GB),0,True,,,
foretaste,umidwar,feola,M,b,1938,FORETASTE (GB) b. 1938,https://www.pedigreequery.com/foretaste,FORETASTE (GB),1,,,,
roquebrune2,motrico,medea,M,ch,1938,ROQUEBRUNE (FR) ch. 1938,https://www.pedigreequery.com/roquebrune2,ROQUEBRUNE (FR),2,,,,
eastern+echo2,colombo,singapores+sister,M,b,1938,EASTERN ECHO (GB) b. 1938,https://www.pedigreequery.com/eastern+echo2,EASTERN ECHO (GB),3,,,,
pay+roll3,croupier4,zarisee,M,ch,1938,PAY ROLL (NZ) ch. 1938,https://www.pedigreequery.com/pay+roll3,PAY ROLL (NZ),4,,,,
opuatia,foxbridge,teremai,M,b,1938,"OPUATIA  (NZ) b. M, 1938 {1-l} DP = 0-4-0-0-26 (30) DI = 0.15   CD = -1.60 ",https://www.pedigreequery.com/opuatia,OPUATIA  (NZ),0,True,,,
flying+choice,flying+heels,rain+crow,M,ch,1938,"FLYING CHOICE  (USA) ch. M, 1938 {A1} DP = 4-0-1-1-0 (6) DI = 3.00   CD = 1.17 - 8 Starts, 3 Wins, 1 Places, 0 Shows Career Earnings: $9,250",https://www.pedigreequery.com/flying+choice,FLYING CHOICE  (USA),0,True,,,
chicuelo,ariel,la+chica,H,gr,1938,CHICUELO (USA) gr. 1938,https://www.pedigreequery.com/chicuelo,CHICUELO (USA),4,,,,
sister+union,blenheim2,my+flag,M,b,1938,SISTER UNION (USA) b. 1938,https://www.pedigreequery.com/sister+union,SISTER UNION (USA),4,,,,
irreverence,singapore3,reverentia,M,ch,1938,IRREVERENCE (GB) ch. 1938,https://www.pedigreequery.com/irreverence,IRREVERENCE (GB),1,,,,
fairbourne,fair+trial,her+majesty4,M,ch,1938,FAIRBOURNE (GB) ch. 1938,https://www.pedigreequery.com/fairbourne,FAIRBOURNE (GB),1,,,,
rose+song,bosworth,song+of+the+marches,M,b,1938,ROSE SONG (GB) b. 1938,https://www.pedigreequery.com/rose+song,ROSE SONG (GB),3,,,,
beausite,bold+archer,orama,M,br,1938,BEAUSITE (GB) br. 1938,https://www.pedigreequery.com/beausite,BEAUSITE (GB),1,,,,
belbroughton,king+salmon,doublure,M,b,1938,"BELBROUGHTON  (GB) b. M, 1938 ",https://www.pedigreequery.com/belbroughton,BELBROUGHTON  (GB),0,True,,,
little+acorn,fairway,acorn,M,b,1938,LITTLE ACORN (GB) b. 1938,https://www.pedigreequery.com/little+acorn,LITTLE ACORN (GB),2,,,,
celaeno,fairway,eclair,M,b,1938,CELAENO (GB) b. 1938,https://www.pedigreequery.com/celaeno,CELAENO (GB),2,,,,
tidy+up,aethelstan,brush+along,M,ch,1938,TIDY UP (USA) ch. 1938,https://www.pedigreequery.com/tidy+up,TIDY UP (USA),4,,,,
moonlight+run,bobsleigh,selene,H,ch,1938,MOONLIGHT RUN (GB) ch. 1938,https://www.pedigreequery.com/moonlight+run,MOONLIGHT RUN (GB),1,,,,
mehemet+ali,felicitation,firouze+mahal,H,gr,1938,MEHEMET ALI (GB) gr. 1938,https://www.pedigreequery.com/mehemet+ali,MEHEMET ALI (GB),4,,,,
daisan+oh+yeah,shian+mor,oh+yeah,M,b,1938,DAISAN OH YEAH (JPN) b. 1938,https://www.pedigreequery.com/daisan+oh+yeah,DAISAN OH YEAH (JPN),2,,,,
shake+kabuto,kabutoyama,maybe+so3,M,ch,1938,SHAKE KABUTO (JPN) ch. 1938,https://www.pedigreequery.com/shake+kabuto,SHAKE KABUTO (JPN),1,,,,
valdina+lark,blue+larkspur,teco,M,b,1938,VALDINA LARK (USA) b. 1938,https://www.pedigreequery.com/valdina+lark,VALDINA LARK (USA),2,,,,
cooley,rolling+rock2,airtoy,M,b,1938,COOLEY (IRE) b. 1938,https://www.pedigreequery.com/cooley,COOLEY (IRE),1,,,,
valdina+gleam,sortie,sun+fabric,M,b,1938,VALDINA GLEAM (USA) b. 1938,https://www.pedigreequery.com/valdina+gleam,VALDINA GLEAM (USA),3,,,,
nokka,tourbillon,loika,M,ch,1938,NOKKA (FR) ch. 1938,https://www.pedigreequery.com/nokka,NOKKA (FR),2,,,,
buland2,bulandshar,love+of+silver2,M,br,1938,BULAND (NZ) br. 1938,https://www.pedigreequery.com/buland2,BULAND (NZ),4,,,,
estuary2,orwell,tide-way,M,b,1938,ESTUARY (GB) b. 1938,https://www.pedigreequery.com/estuary2,ESTUARY (GB),3,,,,
kairyu,tournesol,frigidity,M,ch,1938,KAIRYU (JPN) ch. 1938,https://www.pedigreequery.com/kairyu,KAIRYU (JPN),2,,,,
shinka,yamamasa,la+gracia,M,b,1938,SHINKA (JPN) b. 1938,https://www.pedigreequery.com/shinka,SHINKA (JPN),1,,,,
grolleja,janus7,grolle+nicht,M,b,1938,GROLLEJA (GER) b. 1938,https://www.pedigreequery.com/grolleja,GROLLEJA (GER),2,,,,
stage+sister,sickle,stagecraft,M,br,1938,STAGE SISTER (USA) br. 1938,https://www.pedigreequery.com/stage+sister,STAGE SISTER (USA),2,,,,
steady+girl,equipoise,call+girl,M,ch,1938,STEADY GIRL (USA) ch. 1938,https://www.pedigreequery.com/steady+girl,STEADY GIRL (USA),4,,,,
afghan2,mahmoud,coronal,H,ch,1939,AFGHAN (GB) ch. 1939,https://www.pedigreequery.com/afghan2,AFGHAN (GB),1,,,,
aisse,thor,asturie,M,b,1939,"AISSE  (FR) b. M, 1939 {13-c} DP = 0-0-0-12-10 (22) DI = 0.00   CD = -1.45 ",https://www.pedigreequery.com/aisse,AISSE  (FR),0,True,,,
alex,louqsor,tiara14,M,b,1939,"ALEX  (FR) b. M, 1939 {2-n} DP = 4-0-0-4-0 (8) DI = 1.00   CD = 0.50 ",https://www.pedigreequery.com/alex,ALEX  (FR),0,True,,,
alizarine,coronach,armoise,M,b,1939,"ALIZARINE  (FR) b. M, 1939 {20-a} DP = 2-0-12-0-12 (26) DI = 0.44   CD = -0.77 ",https://www.pedigreequery.com/alizarine,ALIZARINE  (FR),0,True,,,
alsab,good+goods,winds+chant,H,b,1939,"ALSAB   (USA) b. H, 1939 {27-a} DP = 2-6-0-2-2 (12) DI = 2.00   CD = 0.33 - 54 Starts, 25 Wins, 11 Places, 5 Shows Career Earnings: $350,015",https://www.pedigreequery.com/alsab,ALSAB   (USA),0,True,,,
altamira,olibrius,koenigsmark,M,b,1939,ALTAMIRA (FR) b. 1939,https://www.pedigreequery.com/altamira,ALTAMIRA (FR),3,,,,
anshun,tsukitomo,ryugyoku,M,ch,1939,"ANSHUN  (JPN) ch. M, 1939 { } DP = 0-0-1-11-2 (14) DI = 0.04   CD = -1.07 ",https://www.pedigreequery.com/anshun,ANSHUN  (JPN),0,True,,,
anyu,theft,stephania,M,br,1939,"ANYU  (JPN) br. M, 1939 {8-a} DP = 0-8-0-0-0 (8) DI = Inf   CD = 1.00 ",https://www.pedigreequery.com/anyu,ANYU  (JPN),0,True,,,
apache,alcazar,flying+song,H,br,1939,APACHE (USA) br. 1939,https://www.pedigreequery.com/apache,APACHE (USA),1,,,,
arco,singapore3,archidamia,H,b,1939,ARCO (FR) b. 1939,https://www.pedigreequery.com/arco,ARCO (FR),3,,,,
aster2,oleander,arkebuse,M,b,1939,"ASTER  (GER) b. M, 1939 {9-h} DP = 0-0-0-16-8 (24) DI = 0.00   CD = -1.33 - ? Starts, 7 Wins, ? Places, ? Shows ",https://www.pedigreequery.com/aster2,ASTER  (GER),0,True,,,
balloch,obliterate,cinna,H,br,1939,"BALLOCH  (GB) br. H, 1939 {3-e} DP = 0-0-10-2-0 (12) DI = 0.71   CD = -0.17 Career Earnings: Unraced",https://www.pedigreequery.com/balloch,BALLOCH  (GB),0,True,,,
ballyogan,fair+trial,serial,H,ch,1939,"BALLYOGAN  (GB) ch. H, 1939 {2-s} DP = 28-2-4-4-16 (54) DI = 1.45   CD = 0.41 - 15 Starts, 5 Wins, 2 Places, 0 Shows Career Earnings: $3,365",https://www.pedigreequery.com/ballyogan,BALLYOGAN  (GB),0,True,,,
banner+goal,diolite,waka+iwai,M,br,1939,"BANNER GOAL  (JPN) br. M, 1939 {4-d} DP = 4-0-2-4-0 (10) DI = 1.00   CD = 0.40 - 28 Starts, 4 Wins, 0 Places, 0 Shows Career Earnings: ?",https://www.pedigreequery.com/banner+goal,BANNER GOAL  (JPN),0,True,,,
bardia,colombo,felsetta,M,b,1939,"BARDIA (GB) b. M, 1939 {11-d} DP = 4-0-0-6-2 (12) DI = 0.50   CD = -0.17 - ? Starts, 2 Wins, ? Places, ? Shows Career Earnings: $1,963",https://www.pedigreequery.com/bardia,BARDIA (GB),0,True,,,
bees+knees,easton,bulolo,M,br,1939,"BEES KNEES  (GB) br. M, 1939 {5-e} DP = 4-0-0-0-4 (8) DI = 1.00   CD = 0.00 - 13 Starts, 5 Wins, ? Places, ? Shows Career Earnings: $2,952",https://www.pedigreequery.com/bees+knees,BEES KNEES  (GB),0,True,,,
bernborough,emborough,bern+maid,H,b,1939,BERNBOROUGH (AUS) b. 1939,https://www.pedigreequery.com/bernborough,BERNBOROUGH (AUS),3,,,,
betsy+ross2,mahmoud,celerina,M,gr,1939,"BETSY ROSS  (FR) gr. M, 1939 {9-f} DP = 0-10-22-12-2 (46) DI = 0.84   CD = -0.13 - 1 Starts, 0 Wins, 0 Places, 0 Shows Career Earnings: $0",https://www.pedigreequery.com/betsy+ross2,BETSY ROSS  (FR),0,True,,,
big+game,bahram,myrobella,H,b,1939,"BIG GAME  (GB) b. H, 1939 {6-e} DP = 2-4-28-0-0 (34) DI = 1.43   CD = 0.24 - 9 Starts, 8 Wins, 0 Places, 0 Shows Career Earnings: $23,487",https://www.pedigreequery.com/big+game,BIG GAME  (GB),0,True,,,
birikan,bahram,carola,H,br,1939,BIRIKAN (GB) br. 1939,https://www.pedigreequery.com/birikan,BIRIKAN (GB),2,,,,
bless+me,sickle,buginarug,H,br,1939,BLESS ME (USA) br. 1939,https://www.pedigreequery.com/bless+me,BLESS ME (USA),4,,,,
bramble+bug,display,nectarine,M,b,1939,"BRAMBLE BUG  (USA) b. M, 1939 {9-f} DP = 8-0-0-8-8 (24) DI = 0.50   CD = -0.33 - 12 Starts, 1 Wins, 5 Places, 1 Shows Career Earnings: $2,495",https://www.pedigreequery.com/bramble+bug,BRAMBLE BUG  (USA),0,True,,,
brave+empress,tiberius,molly+adare,M,br,1939,"BRAVE EMPRESS (GB) br. M, 1939 {14-c} DP = 8-0-2-0-8 (18) DI = 1.00   CD = 0.00 Career Earnings: Unraced",https://www.pedigreequery.com/brave+empress,BRAVE EMPRESS (GB),0,True,,,
broiveine,broiefort,lucky+alice2,M,br,1939,"BROIVEINE  (NZ) br. M, 1939 {C3} DP = 0-0-12-0-0 (12) DI = 1.00   CD = 0.00 ",https://www.pedigreequery.com/broiveine,BROIVEINE  (NZ),0,True,,,
businesslike,blue+larkspur,la+troienne,M,br,1939,"BUSINESSLIKE  (USA) br. M, 1939 {1-x} DP = 4-2-16-10-0 (32) DI = 0.78   CD = 0.00 - 2 Starts, 0 Wins, 0 Places, 0 Shows Career Earnings: $0",https://www.pedigreequery.com/businesslike,BUSINESSLIKE  (USA),0,True,,,
caldarium,brantome,chaudiere,H,b,1939,"CALDARIUM  (FR) b. H, 1939 {20-d} DP = 0-0-32-0-12 (44) DI = 0.57   CD = -0.55 ",https://www.pedigreequery.com/caldarium,CALDARIUM  (FR),0,True,,,
cantadora,case+ace,comeover,M,ch,1939,CANTADORA (USA) ch. 1939,https://www.pedigreequery.com/cantadora,CANTADORA (USA),2,,,,
careless+kate2,caerleon,correa,M,b,1939,CARELESS KATE (GB) b. 1939,https://www.pedigreequery.com/careless+kate2,CARELESS KATE (GB),3,,,,
carillon,case+ace,sunfeathers,M,ch,1939,"CARILLON  (USA) ch. M, 1939 {4-m} DP = 4-0-0-9-1 (14) DI = 0.40   CD = -0.21 - 19 Starts, 3 Wins, 0 Places, 4 Shows Career Earnings: $3,625",https://www.pedigreequery.com/carillon,CARILLON  (USA),0,True,,,
channel+swell,fairway,papilla,H,b,1939,"CHANNEL SWELL  (GB) b. H, 1939 {6-f} DP = 24-0-5-5-0 (34) DI = 3.53   CD = 1.26 - 33 Starts, 8 Wins, ? Places, ? Shows ",https://www.pedigreequery.com/channel+swell,CHANNEL SWELL  (GB),0,True,,,
chantress,hyperion,surbine,M,ch,1939,"CHANTRESS  (GB) ch. M, 1939 {6-f} DP = 8-0-16-12-4 (40) DI = 0.67   CD = -0.10 Career Earnings: Unraced",https://www.pedigreequery.com/chantress,CHANTRESS  (GB),0,True,,,
cherry+pie,wychwood+abbot,cherry+brook,M,b,1939,"CHERRY PIE (GB) b. M, 1939 {8-d} DP = 0-0-4-0-2 (6) DI = 0.50   CD = -0.67 - ? Starts, 1 Wins, ? Places, ? Shows Career Earnings: $ 197",https://www.pedigreequery.com/cherry+pie,CHERRY PIE (GB),0,True,,,
cherry+wood,solario,meadow+rhu,M,b,1939,CHERRY WOOD (GB) b. 1939,https://www.pedigreequery.com/cherry+wood,CHERRY WOOD (GB),4,,,,
cheveley+lady,solario,lady+marjorie,M,b,1939,"CHEVELEY LADY  (GB) b. M, 1939 {1-e} DP = 4-0-12-0-20 (36) DI = 0.38   CD = -0.89 - ? Starts, 1 Wins, ? Places, ? Shows Career Earnings: $ 1,060",https://www.pedigreequery.com/cheveley+lady,CHEVELEY LADY  (GB),0,True,,,
circignana,donatello2,carpaccia,M,ch,1939,CIRCIGNANA (ITY) ch. 1939,https://www.pedigreequery.com/circignana,CIRCIGNANA (ITY),4,,,,
climax5,nightmarch,rejoice3,M,b,1939,CLIMAX (NZ) b. 1939,https://www.pedigreequery.com/climax5,CLIMAX (NZ),3,,,,
congo,bellacose,kong,M,gr,1939,CONGO (GB) gr. 1939,https://www.pedigreequery.com/congo,CONGO (GB),3,,,,
couleur,biribi,colour+bar,M,gr,1939,"COULEUR  (FR) gr. M, 1939 {2-n} DP = 6-8-0-2-12 (28) DI = 1.00   CD = -0.21 ",https://www.pedigreequery.com/couleur,COULEUR  (FR),0,True,,,
daigo+manna,shian+mor,manna3,M,br,1939,"DAIGO MANNA  (JPN) br. M, 1939 {1-b} DP = 4-0-0-4-0 (8) DI = 1.00   CD = 0.50 ",https://www.pedigreequery.com/daigo+manna,DAIGO MANNA  (JPN),0,True,,,
dainana+devonia,statesman4,devonia2,M,br,1939,"DAINANA DEVONIA  (JPN) br. M, 1939 {10-d} DP = 0-0-12-0-4 (16) DI = 0.60   CD = -0.50 ",https://www.pedigreequery.com/dainana+devonia,DAINANA DEVONIA  (JPN),0,True,,,
daini+dicing,statesman4,dicing,M,b,1939,"DAINI DICING  (JPN) b. M, 1939 {7-c} DP = 0-4-12-0-0 (16) DI = 1.67   CD = 0.25 Career Earnings: ex ",https://www.pedigreequery.com/daini+dicing,DAINI DICING  (JPN),0,True,,,
daring+miss,felicitation,venturesome,M,ch,1939,"DARING MISS  (GB) ch. M, 1939 {21-a} DP = 8-8-4-2-10 (32) DI = 1.29   CD = 0.06 - 13 Starts, 1+ Wins, Places, Shows Career Earnings: $1,971",https://www.pedigreequery.com/daring+miss,DARING MISS  (GB),0,True,,,
debutante4,gold+bridge,halpine,M,ch,1939,DEBUTANTE (FR) ch. 1939,https://www.pedigreequery.com/debutante4,DEBUTANTE (FR),3,,,,
devil+diver,st+germans,dabchick,H,b,1939,"DEVIL DIVER   (USA) b. H, 1939 {13-c} DP = 0-2-8-0-0 (10) DI = 1.50   CD = 0.20 - 47 Starts, 22 Wins, 12 Places, 3 Shows Career Earnings: $261,064",https://www.pedigreequery.com/devil+diver,DEVIL DIVER   (USA),0,True,,,
dissenter,cameronian,lady+juror,M,br,1939,"DISSENTER  (GB) br. M, 1939 {9-c} DP = 4-8-4-2-14 (32) DI = 0.78   CD = -0.44 ",https://www.pedigreequery.com/dissenter,DISSENTER  (GB),0,True,,,
dodoma2,dastur,mumtaz+begum,M,b,1939,"DODOMA   (GB) b. M, 1939 {9-c} DP = 2-4-14-4-10 (34) DI = 0.62   CD = -0.47 - 11 Starts, 2 Wins, 2 Places, 3 Shows Career Earnings: $1,138",https://www.pedigreequery.com/dodoma2,DODOMA   (GB),0,True,,,
dogpatch,bull+dog,rose+leaves,H,br,1939,"DOGPATCH  (USA) br. H, 1939 {9-f} DP = 16-0-0-8-4 (28) DI = 1.33   CD = 0.57 - 62 Starts, 13 Wins, 11 Places, 7 Shows Career Earnings: $38,828",https://www.pedigreequery.com/dogpatch,DOGPATCH  (USA),0,True,,,
don+bingo,serio,lirica,H,br,1939,"DON BINGO  (ARG) br. H, 1939 {3-k} DP = 0-0-0-0-4 (4) DI = 0.00   CD = -2.00 - 17 Starts, 5 Wins, 5 Places, 4 Shows Career Earnings: $43,995",https://www.pedigreequery.com/don+bingo,DON BINGO  (ARG),0,True,,,
donatella2,mahmoud,delleana,M,ch,1939,"DONATELLA  (GB) ch. M, 1939 {14-c} DP = 0-10-30-4-2 (46) DI = 1.19   CD = 0.04 ",https://www.pedigreequery.com/donatella2,DONATELLA  (GB),0,True,,,
donatrice,donatello2,tivoli2,M,ch,1939,"DONATRICE  (GB) ch. M, 1939 {2-n} DP = 2-0-14-12-16 (44) DI = 0.26   CD = -0.91 Career Earnings: Unraced",https://www.pedigreequery.com/donatrice,DONATRICE  (GB),0,True,,,
draeh,bull+dog,miss+bunting,M,br,1939,"DRAEH  (USA) br. M, 1939 {23-b} DP = 18-2-0-10-4 (34) DI = 1.43   CD = 0.59 - 28 Starts, 7 Wins, 4 Places, 2 Shows Career Earnings: $7,150",https://www.pedigreequery.com/draeh,DRAEH  (USA),0,True,,,
durera,brantome,dossa+dossi,M,b,1939,"DURERA  (GB) b. M, 1939 {14-c} DP = 0-0-36-0-4 (40) DI = 0.82   CD = -0.20 ",https://www.pedigreequery.com/durera,DURERA  (GB),0,True,,,
east+side2,orwell,vlasta,H,b,1939,"EAST SIDE  (GB) b. H, 1939 {10-a} DP = 0-0-20-0-8 (28) DI = 0.56   CD = -0.57 - 1 Starts, 0 Wins, 0 Places, 0 Shows Career Earnings: $0",https://www.pedigreequery.com/east+side2,EAST SIDE  (GB),0,True,,,
eleanor+cross,hyperion,queen+christina,M,ch,1939,"ELEANOR CROSS  (GB) ch. M, 1939 {14-c} DP = 12-0-16-8-4 (40) DI = 1.00   CD = 0.20 Career Earnings: £ 666",https://www.pedigreequery.com/eleanor+cross,ELEANOR CROSS  (GB),0,True,,,
